title,genre
"Faster","Action"
"Faster","Crime"
"Faster","Drama"
"Faster","Thriller"
"Tangled","Animation"
"Tangled","Family"
"The Chronicles of Narnia: The Voyage of the Dawn Treader","Adventure"
"The Chronicles of Narnia: The Voyage of the Dawn Treader","Family"
"The Chronicles of Narnia: The Voyage of the Dawn Treader","Fantasy"
"Three Steps Above Heaven","Drama"
"Three Steps Above Heaven","Romance"
"Black Swan","Drama"
"Black Swan","Horror"
"Black Swan","Thriller"
"TRON: Legacy","Action"
"TRON: Legacy","Adventure"
"TRON: Legacy","Science Fiction"
"Little Fockers","Comedy"
"Little Fockers","Romance"
"True Grit","Adventure"
"True Grit","Drama"
"True Grit","Western"
"The Green Hornet","Action"
"The Green Hornet","Comedy"
"The Green Hornet","Crime"
"The Mechanic","Action"
"The Mechanic","Crime"
"The Mechanic","Thriller"
"ROH: Only The Strong Survive","Documentary"
"No Strings Attached","Comedy"
"No Strings Attached","Romance"
"Mean Girls 2","Comedy"
"The Rite","Drama"
"The Rite","Horror"
"The Rite","Thriller"
"Just Go with It","Comedy"
"Just Go with It","Romance"
"Paul","Adventure"
"Paul","Comedy"
"Paul","Science Fiction"
"Lady Chatterley's Ghost","Comedy"
"Lady Chatterley's Ghost","Horror"
"Big Mommas: Like Father, Like Son","Action"
"Big Mommas: Like Father, Like Son","Comedy"
"Big Mommas: Like Father, Like Son","Crime"
"Unknown","Action"
"Unknown","Mystery"
"Unknown","Thriller"
"I Am Number Four","Action"
"I Am Number Four","Adventure"
"I Am Number Four","Science Fiction"
"I Am Number Four","Thriller"
"Drive Angry","Action"
"Drive Angry","Crime"
"Drive Angry","Fantasy"
"Drive Angry","Thriller"
"Rango","Adventure"
"Rango","Animation"
"Rango","Comedy"
"Rango","Family"
"Rango","Western"
"One Day","Drama"
"One Day","Romance"
"Rain Town","Animation"
"Rain Town","Drama"
"The Moon Child","Drama"
"The Adjustment Bureau","Romance"
"The Adjustment Bureau","Science Fiction"
"The Adjustment Bureau","Thriller"
"Limitless","Mystery"
"Limitless","Science Fiction"
"Limitless","Thriller"
"Battle: Los Angeles","Action"
"Battle: Los Angeles","Science Fiction"
"The Lincoln Lawyer","Crime"
"The Lincoln Lawyer","Drama"
"The Lincoln Lawyer","Thriller"
"Sucker Punch","Action"
"Sucker Punch","Fantasy"
"Sucker Punch","Thriller"
"Kill Bill: The Whole Bloody Affair","Action"
"Kill Bill: The Whole Bloody Affair","Crime"
"Kill Bill: The Whole Bloody Affair","Thriller"
"Source Code","Mystery"
"Source Code","Science Fiction"
"Source Code","Thriller"
"Insidious","Horror"
"Insidious","Thriller"
"Rio","Adventure"
"Rio","Animation"
"Rio","Comedy"
"Rio","Family"
"Scream 4","Horror"
"Scream 4","Mystery"
"3-D Sex and Zen: Extreme Ecstasy","Drama"
"3-D Sex and Zen: Extreme Ecstasy","History"
"3-D Sex and Zen: Extreme Ecstasy","Romance"
"Thor","Action"
"Thor","Adventure"
"Thor","Fantasy"
"Detachment","Drama"
"Priest","Action"
"Priest","Fantasy"
"Priest","Horror"
"Priest","Thriller"
"Pirates of the Caribbean: On Stranger Tides","Action"
"Pirates of the Caribbean: On Stranger Tides","Adventure"
"Pirates of the Caribbean: On Stranger Tides","Fantasy"
"Bad Teacher","Comedy"
"Kung Fu Panda 2","Animation"
"Kung Fu Panda 2","Family"
"The Hangover Part II","Comedy"
"Sleeping Beauty","Drama"
"Sleeping Beauty","Romance"
"Cars 2","Adventure"
"Cars 2","Animation"
"Cars 2","Comedy"
"Cars 2","Family"
"Green Lantern","Action"
"Green Lantern","Adventure"
"Green Lantern","Science Fiction"
"Green Lantern","Thriller"
"Hawaiian Vacation","Animation"
"Hawaiian Vacation","Comedy"
"Hawaiian Vacation","Family"
"The Crown Jewels","Drama"
"The Crown Jewels","Romance"
"Zookeeper","Comedy"
"Zookeeper","Family"
"Zookeeper","Romance"
"Horrible Bosses","Comedy"
"Horrible Bosses","Crime"
"Harry Potter and the Deathly Hallows: Part 2","Adventure"
"Harry Potter and the Deathly Hallows: Part 2","Fantasy"
"The Enduring Significance of 'Boyz n the Hood'","Documentary"
"House of the Rising Sun","Action"
"House of the Rising Sun","Thriller"
"Friends with Benefits","Comedy"
"Friends with Benefits","Romance"
"Captain America: The First Avenger","Action"
"Captain America: The First Avenger","Adventure"
"Captain America: The First Avenger","Science Fiction"
"Colombiana","Action"
"Colombiana","Crime"
"Colombiana","Drama"
"Colombiana","Thriller"
"With Every Heartbeat","Drama"
"With Every Heartbeat","Romance"
"Crazy, Stupid, Love.","Comedy"
"Crazy, Stupid, Love.","Drama"
"Crazy, Stupid, Love.","Romance"
"The Smurfs","Adventure"
"The Smurfs","Animation"
"The Smurfs","Comedy"
"The Smurfs","Family"
"The Smurfs","Fantasy"
"Cowboys & Aliens","Action"
"Cowboys & Aliens","Science Fiction"
"Cowboys & Aliens","Thriller"
"Cowboys & Aliens","Western"
"Naruto Shippuden the Movie: Blood Prison","Action"
"Naruto Shippuden the Movie: Blood Prison","Animation"
"Naruto Shippuden the Movie: Blood Prison","Comedy"
"Naruto Shippuden the Movie: Blood Prison","Horror"
"Naruto Shippuden the Movie: Blood Prison","Mystery"
"Naruto Shippuden the Movie: Blood Prison","Thriller"
"Rise of the Planet of the Apes","Action"
"Rise of the Planet of the Apes","Drama"
"Rise of the Planet of the Apes","Science Fiction"
"Rise of the Planet of the Apes","Thriller"
"The Change-Up","Comedy"
"The Help","Drama"
"Terrifier","Horror"
"Barbie: Princess Charm School","Animation"
"Barbie: Princess Charm School","Family"
"Barbie: Princess Charm School","Fantasy"
"Final Destination 5","Horror"
"Final Destination 5","Mystery"
"Conan the Barbarian","Action"
"Conan the Barbarian","Adventure"
"Conan the Barbarian","Fantasy"
"Spy Kids: All the Time in the World","Action"
"Spy Kids: All the Time in the World","Comedy"
"Spy Kids: All the Time in the World","Family"
"Paranoia Agent - Interview Files","Documentary"
"John Mayall - Live in London","Music"
"The Cookout 2","Comedy"
"A Cinderella Story: Once Upon a Song","Comedy"
"A Cinderella Story: Once Upon a Song","Family"
"A Cinderella Story: Once Upon a Song","Romance"
"Contagion","Drama"
"Contagion","Science Fiction"
"Contagion","Thriller"
"Warrior","Action"
"Warrior","Drama"
"Never Back Down 2: The Beatdown","Action"
"Never Back Down 2: The Beatdown","Drama"
"Drive","Crime"
"Drive","Drama"
"Drive","Thriller"
"Johnny English Reborn","Action"
"Johnny English Reborn","Comedy"
"Johnny English Reborn","Crime"
"Madrid, 1987","Drama"
"Machine Gun Preacher","Action"
"Machine Gun Preacher","Crime"
"Machine Gun Preacher","Thriller"
"Real Steel","Action"
"Real Steel","Drama"
"Real Steel","Science Fiction"
"Courageous","Drama"
"The Human Centipede 2 (Full Sequence)","Crime"
"The Human Centipede 2 (Full Sequence)","Drama"
"The Human Centipede 2 (Full Sequence)","Horror"
"Desire","Drama"
"Desire","Romance"
"The 33D Invader","Comedy"
"The 33D Invader","Science Fiction"
"The Thing","Horror"
"The Thing","Mystery"
"The Thing","Science Fiction"
"The Thing","Thriller"
"Wrong Turn 4: Bloody Beginnings","Horror"
"Wrong Turn 4: Bloody Beginnings","Thriller"
"Pirates of the Caribbean: Tales of the Code: Wedlocked","Action"
"Pirates of the Caribbean: Tales of the Code: Wedlocked","Adventure"
"Pirates of the Caribbean: Tales of the Code: Wedlocked","Fantasy"
"The Legend of La Llorona","Animation"
"The Legend of La Llorona","Family"
"The Legend of La Llorona","Fantasy"
"The Legend of La Llorona","Horror"
"The Adventures of Tintin","Adventure"
"The Adventures of Tintin","Animation"
"The Adventures of Tintin","Mystery"
"In Time","Action"
"In Time","Science Fiction"
"In Time","Thriller"
"Puss in Boots","Adventure"
"Puss in Boots","Animation"
"Puss in Boots","Comedy"
"Puss in Boots","Family"
"Puss in Boots","Fantasy"
"Silver Bullets","Horror"
"The Intouchables","Comedy"
"The Intouchables","Drama"
"Special Forces","Action"
"Special Forces","Drama"
"Special Forces","War"
"Immortals","Action"
"Immortals","Drama"
"Immortals","Fantasy"
"Arthur Christmas","Animation"
"Arthur Christmas","Comedy"
"Arthur Christmas","Drama"
"Arthur Christmas","Family"
"Jack and Jill","Comedy"
"The Libertines - There Are No Innocent Bystanders","Documentary"
"The Libertines - There Are No Innocent Bystanders","Music"
"The Twilight Saga: Breaking Dawn - Part 1","Adventure"
"The Twilight Saga: Breaking Dawn - Part 1","Fantasy"
"The Twilight Saga: Breaking Dawn - Part 1","Romance"
"Happy Feet Two","Animation"
"Happy Feet Two","Comedy"
"Happy Feet Two","Family"
"Sherlock Holmes: A Game of Shadows","Action"
"Sherlock Holmes: A Game of Shadows","Adventure"
"Sherlock Holmes: A Game of Shadows","Crime"
"Sherlock Holmes: A Game of Shadows","Mystery"
"Hugo","Adventure"
"Hugo","Drama"
"Hugo","Family"
"The Muppets","Comedy"
"The Muppets","Music"
"Ice Age: A Mammoth Christmas","Animation"
"Ice Age: A Mammoth Christmas","Family"
"Ice Age: A Mammoth Christmas","TV Movie"
"The Raid","Action"
"The Raid","Crime"
"The Raid","Thriller"
"Hotel Desire","Drama"
"Hotel Desire","Romance"
"Mission: Impossible - Ghost Protocol","Action"
"Mission: Impossible - Ghost Protocol","Adventure"
"Mission: Impossible - Ghost Protocol","Thriller"
"We Bought a Zoo","Comedy"
"We Bought a Zoo","Drama"
"We Bought a Zoo","Family"
"New Year's Eve","Comedy"
"New Year's Eve","Romance"
"Ghost Rider: Spirit of Vengeance","Action"
"Ghost Rider: Spirit of Vengeance","Fantasy"
"Ghost Rider: Spirit of Vengeance","Thriller"
"Alvin and the Chipmunks: Chipwrecked","Animation"
"Alvin and the Chipmunks: Chipwrecked","Comedy"
"Alvin and the Chipmunks: Chipwrecked","Family"
"Alvin and the Chipmunks: Chipwrecked","Fantasy"
"Alvin and the Chipmunks: Chipwrecked","Music"
"Dragon Ball: Episode of Bardock","Action"
"Dragon Ball: Episode of Bardock","Animation"
"Dragon Ball: Episode of Bardock","Science Fiction"
"Hostel: Part III","Horror"
"Pixie Hollow Games","Animation"
"Pixie Hollow Games","Family"
"War Horse","Adventure"
"War Horse","Drama"
"War Horse","History"
"War Horse","War"
"Battle at Shiloh: The Devil's Own Two Days","History"
"Tangled Ever After","Action"
"Tangled Ever After","Animation"
"Tangled Ever After","Comedy"
"Tangled Ever After","Family"
"Journey 2: The Mysterious Island","Action"
"Journey 2: The Mysterious Island","Adventure"
"Journey 2: The Mysterious Island","Science Fiction"
"Underworld: Awakening","Action"
"Underworld: Awakening","Fantasy"
"Underworld: Awakening","Horror"
"Chronicle","Drama"
"Chronicle","Science Fiction"
"Chronicle","Thriller"
"Celebrity Sex Tape","Comedy"
"Berserk: The Golden Age Arc I - The Egg of the King","Action"
"Berserk: The Golden Age Arc I - The Egg of the King","Adventure"
"Berserk: The Golden Age Arc I - The Egg of the King","Animation"
"Berserk: The Golden Age Arc I - The Egg of the King","Fantasy"
"The Vow","Drama"
"The Vow","Romance"
"Puss in Boots: The Three Diablos","Adventure"
"Puss in Boots: The Three Diablos","Animation"
"Puss in Boots: The Three Diablos","Comedy"
"Puss in Boots: The Three Diablos","Family"
"Gang of Roses 2: Next Generation","Action"
"Gang of Roses 2: Next Generation","Western"
"Monster High: Why Do Ghouls Fall in Love?","Animation"
"Monster High: Why Do Ghouls Fall in Love?","Fantasy"
"Justice League: Doom","Action"
"Justice League: Doom","Animation"
"Justice League: Doom","Science Fiction"
"The Lorax","Animation"
"The Lorax","Family"
"Project X","Comedy"
"The Secret of the Jade Medallion","Animation"
"John Carter","Action"
"John Carter","Adventure"
"John Carter","Science Fiction"
"The Hunger Games","Adventure"
"The Hunger Games","Fantasy"
"The Hunger Games","Science Fiction"
"21 Jump Street","Action"
"21 Jump Street","Comedy"
"21 Jump Street","Crime"
"Joyful Reunion","Comedy"
"Joyful Reunion","Romance"
"Wrath of the Titans","Adventure"
"Wrath of the Titans","Fantasy"
"Sinister","Horror"
"Sinister","Mystery"
"Sinister","Thriller"
"Iron Sky","Action"
"Iron Sky","Comedy"
"Iron Sky","Science Fiction"
"American Reunion","Comedy"
"Battleship","Action"
"Battleship","Adventure"
"Battleship","Science Fiction"
"Battleship","Thriller"
"The Cabin in the Woods","Fantasy"
"The Cabin in the Woods","Horror"
"The Three Stooges","Comedy"
"Woman Thou Art Loosed: On the 7th Day","Drama"
"Safe","Action"
"Safe","Crime"
"Safe","Thriller"
"The Lucky One","Drama"
"The Lucky One","Romance"
"Rock and roll por la libre","Music"
"Sexual Chronicles of a French Family","Comedy"
"Sexual Chronicles of a French Family","Drama"
"Dark Shadows","Comedy"
"Dark Shadows","Fantasy"
"Piranha 3DD","Comedy"
"Piranha 3DD","Horror"
"Piranha 3DD","Thriller"
"The Dictator","Comedy"
"After Porn Ends","Documentary"
"Men in Black 3","Action"
"Men in Black 3","Comedy"
"Men in Black 3","Science Fiction"
"Prometheus","Adventure"
"Prometheus","Mystery"
"Prometheus","Science Fiction"
"Snow White and the Huntsman","Adventure"
"Snow White and the Huntsman","Drama"
"Snow White and the Huntsman","Fantasy"
"A Perfect Ending","Drama"
"A Perfect Ending","Romance"
"Madagascar 3: Europe's Most Wanted","Adventure"
"Madagascar 3: Europe's Most Wanted","Animation"
"Madagascar 3: Europe's Most Wanted","Comedy"
"Madagascar 3: Europe's Most Wanted","Family"
"Approved for Adoption","Animation"
"Approved for Adoption","Documentary"
"Approved for Adoption","Family"
"That's My Boy","Comedy"
"Blue Lagoon: The Awakening","Adventure"
"Blue Lagoon: The Awakening","Drama"
"Blue Lagoon: The Awakening","Romance"
"Blue Lagoon: The Awakening","TV Movie"
"Abraham Lincoln: Vampire Hunter","Action"
"Abraham Lincoln: Vampire Hunter","Fantasy"
"Abraham Lincoln: Vampire Hunter","Horror"
"Brave","Action"
"Brave","Adventure"
"Brave","Animation"
"Brave","Comedy"
"Brave","Family"
"Brave","Fantasy"
"I Want You","Drama"
"I Want You","Romance"
"The Amazing Spider-Man","Action"
"The Amazing Spider-Man","Adventure"
"The Amazing Spider-Man","Fantasy"
"Berserk: The Golden Age Arc II - The Battle for Doldrey","Action"
"Berserk: The Golden Age Arc II - The Battle for Doldrey","Adventure"
"Berserk: The Golden Age Arc II - The Battle for Doldrey","Animation"
"Berserk: The Golden Age Arc II - The Battle for Doldrey","Drama"
"Berserk: The Golden Age Arc II - The Battle for Doldrey","Fantasy"
"Ice Age: Continental Drift","Adventure"
"Ice Age: Continental Drift","Animation"
"Ice Age: Continental Drift","Comedy"
"Ice Age: Continental Drift","Family"
"Ted","Comedy"
"Ted","Fantasy"
"Madea's Witness Protection","Comedy"
"Madea's Witness Protection","Crime"
"Madea's Witness Protection","Drama"
"The Dark Knight Rises","Action"
"The Dark Knight Rises","Crime"
"The Dark Knight Rises","Drama"
"The Dark Knight Rises","Thriller"
"Step Up Revolution","Drama"
"Step Up Revolution","Music"
"Step Up Revolution","Romance"
"Road to Ninja: Naruto the Movie","Action"
"Road to Ninja: Naruto the Movie","Animation"
"Road to Ninja: Naruto the Movie","Fantasy"
"V/H/S","Horror"
"V/H/S","Thriller"
"Total Recall","Action"
"Total Recall","Science Fiction"
"Total Recall","Thriller"
"ParaNorman","Adventure"
"ParaNorman","Animation"
"ParaNorman","Comedy"
"ParaNorman","Family"
"The Expendables 2","Action"
"The Expendables 2","Adventure"
"The Expendables 2","Thriller"
"The Bourne Legacy","Action"
"The Bourne Legacy","Thriller"
"Secret of the Wings","Adventure"
"Secret of the Wings","Animation"
"Secret of the Wings","Family"
"Secret of the Wings","Fantasy"
"Planet Dinosaur: Ultimate Killers","Documentary"
"Partners in Crime","Comedy"
"Partners in Crime","Crime"
"Partners in Crime","Mystery"
"Rurouni Kenshin Part I: Origins","Action"
"Rurouni Kenshin Part I: Origins","Adventure"
"Rurouni Kenshin Part I: Origins","Fantasy"
"Rurouni Kenshin Part I: Origins","History"
"Rurouni Kenshin Part I: Origins","War"
"The Possession","Horror"
"The Possession","Thriller"
"Jan Dara: The Beginning","Drama"
"Jan Dara: The Beginning","Romance"
"Dredd","Action"
"Dredd","Science Fiction"
"6 Bullets","Action"
"6 Bullets","Crime"
"6 Bullets","Thriller"
"What the Day Owes the Night","Drama"
"What the Day Owes the Night","Romance"
"Partysaurus Rex","Animation"
"Partysaurus Rex","Comedy"
"Partysaurus Rex","Family"
"Hotel Transylvania","Animation"
"Hotel Transylvania","Comedy"
"Hotel Transylvania","Family"
"Hotel Transylvania","Fantasy"
"The Perks of Being a Wallflower","Drama"
"Trouble with the Curve","Drama"
"Trouble with the Curve","Romance"
"Resident Evil: Damnation","Action"
"Resident Evil: Damnation","Animation"
"Resident Evil: Damnation","Horror"
"Looper","Action"
"Looper","Science Fiction"
"Looper","Thriller"
"Taken 2","Action"
"Taken 2","Crime"
"Taken 2","Thriller"
"Pitch Perfect","Comedy"
"Pitch Perfect","Music"
"Pitch Perfect","Romance"
"Frankenweenie","Animation"
"Frankenweenie","Comedy"
"Frankenweenie","Family"
"Big Top Scooby-Doo!","Animation"
"Big Top Scooby-Doo!","Comedy"
"Big Top Scooby-Doo!","Family"
"Big Top Scooby-Doo!","Mystery"
"Silent Hill: Revelation 3D","Horror"
"Silent Hill: Revelation 3D","Mystery"
"Silent Hill: Revelation 3D","Thriller"
"Wrong Turn 5: Bloodlines","Horror"
"Wrong Turn 5: Bloodlines","Thriller"
"Skyfall","Action"
"Skyfall","Adventure"
"Skyfall","Thriller"
"A Werewolf Boy","Fantasy"
"A Werewolf Boy","Romance"
"Wreck-It Ralph","Adventure"
"Wreck-It Ralph","Animation"
"Wreck-It Ralph","Comedy"
"Wreck-It Ralph","Family"
"The Act of Killing","Documentary"
"The Twilight Saga: Breaking Dawn - Part 2","Adventure"
"The Twilight Saga: Breaking Dawn - Part 2","Drama"
"The Twilight Saga: Breaking Dawn - Part 2","Fantasy"
"The Twilight Saga: Breaking Dawn - Part 2","Romance"
"Silver Linings Playbook","Comedy"
"Silver Linings Playbook","Drama"
"Silver Linings Playbook","Romance"
"Life of Pi","Adventure"
"Life of Pi","Drama"
"Rise of the Guardians","Action"
"Rise of the Guardians","Adventure"
"Rise of the Guardians","Animation"
"Rise of the Guardians","Family"
"Rise of the Guardians","Fantasy"
"Mumford & Sons: The Road to Red Rocks","Documentary"
"Mumford & Sons: The Road to Red Rocks","Music"
"Playing for Keeps","Comedy"
"Playing for Keeps","Romance"
"Home Alone: The Holiday Heist","Comedy"
"Home Alone: The Holiday Heist","Family"
"Home Alone: The Holiday Heist","TV Movie"
"The Hobbit: An Unexpected Journey","Action"
"The Hobbit: An Unexpected Journey","Adventure"
"The Hobbit: An Unexpected Journey","Fantasy"
"Les Misérables","Drama"
"Les Misérables","History"
"Jack Reacher","Action"
"Jack Reacher","Crime"
"Jack Reacher","Drama"
"Jack Reacher","Thriller"
"Django Unchained","Drama"
"Django Unchained","Western"
"Feu: Crazy Horse Paris","Documentary"
"Feu: Crazy Horse Paris","Music"
"Texas Chainsaw 3D","Horror"
"Texas Chainsaw 3D","Thriller"
"Batman: The Dark Knight Returns, Part 2","Action"
"Batman: The Dark Knight Returns, Part 2","Animation"
"Batman: The Dark Knight Returns, Part 2","Mystery"
"Batman: The Dark Knight Returns, Part 2","Science Fiction"
"Death Race: Inferno","Action"
"Death Race: Inferno","Science Fiction"
"Death Race: Inferno","Thriller"
"Fish: Fishheads Club Live at University of Derby Faculty of the Arts","Music"
"A Haunted House","Comedy"
"A Haunted House","Horror"
"Hansel & Gretel: Witch Hunters","Action"
"Hansel & Gretel: Witch Hunters","Fantasy"
"Hansel & Gretel: Witch Hunters","Horror"
"Mama","Horror"
"A Good Day to Die Hard","Action"
"A Good Day to Die Hard","Thriller"
"Jack the Giant Slayer","Action"
"Jack the Giant Slayer","Adventure"
"Jack the Giant Slayer","Family"
"Jack the Giant Slayer","Fantasy"
"Richard III: The Unseen Story","Documentary"
"The Last Exorcism Part II","Horror"
"The Last Exorcism Part II","Thriller"
"Ryo","Animation"
"Napalm - the sound of the industrial city","Documentary"
"It Boy","Comedy"
"The Fall of the Male Empire","Comedy"
"The Call","Crime"
"The Call","Thriller"
"The Croods","Action"
"The Croods","Adventure"
"The Croods","Animation"
"The Croods","Comedy"
"The Croods","Family"
"The Croods","Fantasy"
"Olympus Has Fallen","Action"
"Olympus Has Fallen","Thriller"
"Chupacabra vs. the Alamo","Action"
"Chupacabra vs. the Alamo","Fantasy"
"Chupacabra vs. the Alamo","Horror"
"Chupacabra vs. the Alamo","TV Movie"
"G.I. Joe: Retaliation","Action"
"G.I. Joe: Retaliation","Adventure"
"G.I. Joe: Retaliation","Science Fiction"
"G.I. Joe: Retaliation","Thriller"
"Dragon Ball Z: Battle of Gods","Action"
"Dragon Ball Z: Battle of Gods","Animation"
"Dragon Ball Z: Battle of Gods","Science Fiction"
"Evil Dead","Horror"
"Oblivion","Action"
"Oblivion","Adventure"
"Oblivion","Mystery"
"Oblivion","Science Fiction"
"Scary Movie 5","Comedy"
"Iron Man 3","Action"
"Iron Man 3","Adventure"
"Iron Man 3","Science Fiction"
"Pain & Gain","Action"
"Pain & Gain","Comedy"
"Pain & Gain","Crime"
"Iron Man: Rise of Technovore","Action"
"Iron Man: Rise of Technovore","Animation"
"Iron Man: Rise of Technovore","Science Fiction"
"Congo: The Grand Inga Project","Documentary"
"Star Trek Into Darkness","Action"
"Star Trek Into Darkness","Adventure"
"Star Trek Into Darkness","Science Fiction"
"Epic","Adventure"
"Epic","Animation"
"Epic","Family"
"Epic","Fantasy"
"The Hangover Part III","Comedy"
"Now You See Me","Crime"
"Now You See Me","Thriller"
"After Earth","Action"
"After Earth","Adventure"
"After Earth","Science Fiction"
"The Purge","Horror"
"The Purge","Science Fiction"
"The Purge","Thriller"
"V/H/S/2","Horror"
"V/H/S/2","Thriller"
"Man of Steel","Action"
"Man of Steel","Adventure"
"Man of Steel","Science Fiction"
"Monsters University","Animation"
"Monsters University","Family"
"World War Z","Action"
"World War Z","Drama"
"World War Z","Horror"
"World War Z","Science Fiction"
"World War Z","Thriller"
"My Mom Is a Character","Comedy"
"Despicable Me 2","Animation"
"Despicable Me 2","Comedy"
"Despicable Me 2","Family"
"White House Down","Action"
"White House Down","Drama"
"White House Down","Thriller"
"Grown Ups 2","Comedy"
"Pacific Rim","Action"
"Pacific Rim","Adventure"
"Pacific Rim","Science Fiction"
"Turbo","Animation"
"Turbo","Family"
"Louis Cyr : The Strongest Man in the World","Drama"
"Louis Cyr : The Strongest Man in the World","History"
"The Conjuring","Horror"
"The Conjuring","Thriller"
"R.I.P.D.","Action"
"R.I.P.D.","Comedy"
"R.I.P.D.","Fantasy"
"Underdogs","Adventure"
"Underdogs","Animation"
"Underdogs","Romance"
"The Wind Rises","Animation"
"The Wind Rises","Drama"
"The Wind Rises","War"
"Instructions Not Included","Comedy"
"Instructions Not Included","Drama"
"The Smurfs 2","Animation"
"The Smurfs 2","Comedy"
"The Smurfs 2","Family"
"The Smurfs 2","Fantasy"
"Justice League: The Flashpoint Paradox","Action"
"Justice League: The Flashpoint Paradox","Adventure"
"Justice League: The Flashpoint Paradox","Animation"
"Justice League: The Flashpoint Paradox","Science Fiction"
"Snowpiercer","Action"
"Snowpiercer","Drama"
"Snowpiercer","Science Fiction"
"2 Guns","Action"
"2 Guns","Comedy"
"2 Guns","Crime"
"We're the Millers","Comedy"
"We're the Millers","Crime"
"The Flu","Action"
"The Flu","Adventure"
"The Flu","Science Fiction"
"Young & Beautiful","Drama"
"The Mortal Instruments: City of Bones","Action"
"The Mortal Instruments: City of Bones","Fantasy"
"The Mortal Instruments: City of Bones","Mystery"
"You're Next","Horror"
"You're Next","Mystery"
"You're Next","Thriller"
"I Spit on Your Grave 2","Crime"
"I Spit on Your Grave 2","Horror"
"I Spit on Your Grave 2","Thriller"
"Rush","Action"
"Rush","Drama"
"Riddick","Action"
"Riddick","Science Fiction"
"Riddick","Thriller"
"About Time","Drama"
"About Time","Fantasy"
"About Time","Romance"
"Pleasure or Pain","Drama"
"Pleasure or Pain","Thriller"
"Insidious: Chapter 2","Horror"
"Insidious: Chapter 2","Thriller"
"Coherence","Science Fiction"
"Coherence","Thriller"
"Prisoners","Crime"
"Prisoners","Drama"
"Prisoners","Thriller"
"Sweet Whip","Drama"
"Sweet Whip","Horror"
"Sweet Whip","Mystery"
"Sweet Whip","Romance"
"Sweet Whip","Thriller"
"Cloudy with a Chance of Meatballs 2","Animation"
"Cloudy with a Chance of Meatballs 2","Comedy"
"Cloudy with a Chance of Meatballs 2","Family"
"The Garden of Sinners: Recalled Out Summer - Extra Chorus","Animation"
"The Garden of Sinners: Recalled Out Summer - Extra Chorus","Drama"
"The Garden of Sinners: Recalled Out Summer - Extra Chorus","Fantasy"
"The Garden of Sinners: Recalled Out Summer - Extra Chorus","Science Fiction"
"The Book of Daniel","Drama"
"The Book of Daniel","Fantasy"
"Gravity","Drama"
"Gravity","Science Fiction"
"Gravity","Thriller"
"Curse of Chucky","Horror"
"Curse of Chucky","Thriller"
"Escape Plan","Action"
"Escape Plan","Thriller"
"Carrie","Drama"
"Carrie","Horror"
"12 Years a Slave","Drama"
"12 Years a Slave","History"
"All Hallows' Eve","Horror"
"Thor: The Dark World","Action"
"Thor: The Dark World","Adventure"
"Thor: The Dark World","Fantasy"
"Elvis Costello: Mystery Dance","Documentary"
"Elvis Costello: Mystery Dance","Music"
"Homefront","Action"
"Homefront","Thriller"
"The Hunger Games: Catching Fire","Action"
"The Hunger Games: Catching Fire","Adventure"
"The Hunger Games: Catching Fire","Science Fiction"
"Minuscule: Valley of the Lost Ants","Adventure"
"Minuscule: Valley of the Lost Ants","Animation"
"Minuscule: Valley of the Lost Ants","Family"
"Frozen","Adventure"
"Frozen","Animation"
"Frozen","Family"
"Frozen","Fantasy"
"Werner Herzog and Errol Morris on 'The Act of Killing'","Documentary"
"Werner Herzog and Errol Morris on 'The Act of Killing'","History"
"Werner Herzog and Errol Morris on 'The Act of Killing'","War"
"Love Lesson","Comedy"
"Love Lesson","Drama"
"Love Lesson","Romance"
"The Hobbit: The Desolation of Smaug","Action"
"The Hobbit: The Desolation of Smaug","Adventure"
"The Hobbit: The Desolation of Smaug","Fantasy"
"Her","Drama"
"Her","Romance"
"Her","Science Fiction"
"Walking with Dinosaurs","Adventure"
"Walking with Dinosaurs","Animation"
"Walking with Dinosaurs","Family"
"Lone Survivor","Action"
"Lone Survivor","Drama"
"Lone Survivor","War"
"The Wolf of Wall Street","Comedy"
"The Wolf of Wall Street","Crime"
"The Wolf of Wall Street","Drama"
"Nymphomaniac: Vol. II","Drama"
"Nymphomaniac: Vol. II","Mystery"
"Hunter x Hunter: The Last Mission","Action"
"Hunter x Hunter: The Last Mission","Adventure"
"Hunter x Hunter: The Last Mission","Animation"
"Hunter x Hunter: The Last Mission","Fantasy"
"Enemy","Mystery"
"Enemy","Thriller"
"Richard III: The New Evidence","Documentary"
"101 Modern LA Vampires","Horror"
"101 Modern LA Vampires","Mystery"
"101 Modern LA Vampires","Thriller"
"Justice League: War","Action"
"Justice League: War","Animation"
"I, Frankenstein","Horror"
"I, Frankenstein","Thriller"
"RoboCop","Action"
"RoboCop","Crime"
"RoboCop","Science Fiction"
"RoboCop","Thriller"
"Tinker Bell and the Pirate Fairy","Animation"
"Tinker Bell and the Pirate Fairy","Family"
"The Grand Budapest Hotel","Comedy"
"The Grand Budapest Hotel","Drama"
"300: Rise of an Empire","Action"
"300: Rise of an Empire","Drama"
"300: Rise of an Empire","War"
"Noah","Adventure"
"Noah","Drama"
"Need for Speed","Action"
"Need for Speed","Crime"
"Need for Speed","Drama"
"Need for Speed","Thriller"
"Divergent","Action"
"Divergent","Adventure"
"Divergent","Science Fiction"
"Rio 2","Adventure"
"Rio 2","Animation"
"Rio 2","Comedy"
